name,lei,title,cusip,isin,ticker,other_identifier,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind,isCashCollateral,isNonCashCollateral,isLoanByFund
Amspec Parent 12/24 Delayed TL,N/A,Amspec Parent 12/24 Delayed TL,03218AAC3,,,LX264652,162058.66,PA,USD,162666.38,0.035370612577,Long,LON,CORP,US,N,2,2031-12-22,Floating,,N,N,N,N,N,N
CIFC Funding Ltd,2549007CW2XYI54L0R94,CIFC 2018-5A SUB,12551XAC9,US12551XAC92,CIFC,,5298000,PA,USD,2910403.32,0.632845879253,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Catawba Nation Gaming/Two Kings Casino 12/24 TLB,N/A,Catawba Nation Gaming/Two Kings Casino 12/24 TLB,14907EAD6,,,LX255613,1193096.14,PA,USD,1205528.2,0.262133274948,Long,LON,CORP,US,N,2,2032-03-29,Floating,9.0456084,N,N,N,N,N,N
Opella 3/25 (USD) Cov-Lite TL,N/A,Opella 3/25 (USD) Cov-Lite TL,N/A,,,LX260714,1847573.47,PA,USD,1853929.12,0.40312330458,Long,LON,CORP,US,N,2,2032-04-28,Floating,7.43517,N,N,N,N,N,N
Genuine Fin 1/25 Cov-Lite TLB,N/A,Genuine Fin 1/25 Cov-Lite TLB,37190DAN3,,,LX258354,1504557.9,PA,USD,1425568.61,0.309979450006,Long,LON,CORP,US,N,2,2030-09-27,Floating,7.5768084,N,N,N,N,N,N
Solenis 12/24 (USD) Cov-Lite TLB,N/A,Solenis 12/24 (USD) Cov-Lite TLB,68163YAJ4,,,LX255998,1773987.4,PA,USD,1751209.4,0.380787654028,Long,LON,CORP,US,N,2,2031-06-20,Floating,7.2956088,N,N,N,N,N,N
Benefit Street Partners CLO Lt,549300DICNUWMUKL3816,BSP 2022-29A ER,08186FAE5,US08186FAE51,BSP,,1750000,PA,USD,1746495.45,0.379762640137,Long,ABS-CBDO,CORP,JE,Y,2,2038-01-25,Floating,8.88176879,N,N,N,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2024-36A SUB,081920AE0,US081920AE01,BSP,,2560000,PA,USD,2251827.2,0.489643326929,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Carlyle Global Market Strategi,N/A,CGMS 2019-4A DR,14317WAG3,US14317WAG33,CGMS,,750000,PA,USD,751409.1,0.163388403696,Long,ABS-CBDO,CORP,KY,Y,2,2035-04-15,Floating,10.8560988,N,N,N,N,N,N
Asurion 9/24 B12 TLB,N/A,Asurion 9/24 B12 TLB,04649VBD1,,,LX245653,311695.39,PA,USD,303610.01,0.066017772316,Long,LON,CORP,US,N,2,2030-09-19,Floating,8.57680919,N,N,N,N,N,N
Therakos 10/24 Cov-Lite TLB,N/A,Therakos 10/24 Cov-Lite TLB,83419KAC0,,,LX248756,1748321.96,PA,USD,1713355.52,0.372556605153,Long,LON,CORP,US,N,2,2030-11-29,Floating,9.58268879,N,N,N,N,N,N
Hightower 1/25 Cov-Lite TL,N/A,Hightower 1/25 Cov-Lite TL,43117LAN3,,,LX257633,1581600.26,PA,USD,1576333.53,0.342762177301,Long,LON,CORP,US,N,2,2032-02-03,Floating,7.2597204,N,N,N,N,N,N
ARES CLO Ltd,5493003FNA8PT0CMDE92,ARES 2019-51A SUB,04019MAC6,US04019MAC64,ARES,,4378142,PA,USD,1980802.79,0.430711054598,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Ply Gem/Pisces Midco/Cornerstone Building 7/22 TL,N/A,Ply Gem/Pisces Midco/Cornerstone Building 7/22 TL,21925FAB0,,,LX206337,497455.48,PA,USD,445635.54,0.096900183283,Long,LON,CORP,US,N,2,2028-08-01,Floating,9.9367596,N,N,N,N,N,N
Neuberger Berman CLO Ltd,549300Y2YE54ON4DJE28,NEUB 2021-40A E,64134KAA8,US64134KAA88,NEUB,,1670000,PA,USD,1670325.65,0.363200075175,Long,ABS-CBDO,CORP,KY,Y,2,2033-04-16,Floating,10.3721508,N,N,N,N,N,N
Tecta America 2/25 Cov-Lite TLB,N/A,Tecta America 2/25 Cov-Lite TLB,87876GAM4,,,LX258915,759737.54,PA,USD,760451.69,0.165354648642,Long,LON,CORP,US,N,2,2032-02-18,Floating,7.32681,N,N,N,N,N,N
Planview 12/24 TL,N/A,Planview 12/24 TL,72751PAJ3,,,LX256028,1079530.78,PA,USD,1048494.27,0.227987397358,Long,LON,CORP,US,N,2,2027-12-17,Floating,7.7956092,N,N,N,N,N,N
PARK RIVER HOLDINGS INC,254900PGY077KWCROT75,"PARK RIVER HOLDINGS, INC. TL",70082HAC0,US70082HAC07,PRIMBP,LX192016,657932.6,PA,USD,639240.73,0.138998213426,Long,LON,CORP,US,N,2,2027-12-28,Floating,7.79948999,N,N,N,N,N,N
Avalara 3/25 Cov-Lite TL,N/A,Avalara 3/25 Cov-Lite TL,05338KAB3,,,LX260206,1092142.32,PA,USD,1096041.27,0.238326144161,Long,LON,CORP,US,N,2,2032-03-26,Floating,7.5456108,N,N,N,N,N,N
Hunter Douglas 1/25 (USD) TLB,N/A,Hunter Douglas 1/25 (USD) TLB,N8137FAE0,,,LX257416,2474563.59,PA,USD,2463230.09,0.535611336544,Long,LON,CORP,US,N,2,2032-01-17,Floating,7.5456108,N,N,N,N,N,N
Global Tel Link 6/24 TL,N/A,Global Tel Link 6/24 TL,37959JAG6,,,LX237333,941216.23,PA,USD,927097.99,0.201590665666,Long,LON,CORP,US,N,2,2029-08-06,Floating,11.82681,N,N,N,N,N,N
Sixth Street CLO LTD.,254900750L60VUYV0C32,SIXST 2024-24A SUB,83011UAC0,US83011UAC09,SIXST,,7500000,PA,USD,5072100,1.102890984937,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
Apex Group 2/25 (USD) Cov-Lite TLB,N/A,Apex Group 2/25 (USD) Cov-Lite TLB,G0472CAK1,,,LX259077,194721.27,PA,USD,193870.34,0.042155685067,Long,LON,CORP,US,N,2,2032-02-27,Floating,7.8247188,N,N,N,N,N,N
Neuberger Berman CLO Ltd,25490093SHVBS5BLDZ40,NEUB 2019-32RA E,64136FAA7,US64136FAA75,NEUB,,1500000,PA,USD,1500000,0.32616401045,Long,ABS-CBDO,CORP,KY,Y,2,2039-07-20,Floating,,N,N,N,N,N,N
Hudson River 10/24 TLB,N/A,Hudson River 10/24 TLB,44413EAJ7,,,LX250574,1136214.51,PA,USD,1138521.03,0.247563056751,Long,LON,CORP,US,N,2,2030-03-18,Floating,7.31440079,N,N,N,N,N,N
Epic Crude 10/24 TLB,N/A,Epic Crude 10/24 TLB,29428XAG5,,,LX248536,430645.04,PA,USD,431631.22,0.0938550465,Long,LON,CORP,US,N,2,2031-10-15,Floating,7.2560988,N,N,N,N,N,N
Neuberger Berman CLO Ltd,5493007YBEOXQIHH3C54,NEUB 2019-32A ER,64132EAL0,US64132EAL02,NEUB,,1500000,PA,USD,1506727.65,0.327626888653,Long,ABS-CBDO,CORP,KY,Y,2,2032-01-20,Floating,10.63108079,N,N,N,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2021-23A E,08186XAA4,US08186XAA46,BSP,,1500000,PA,USD,1500000,0.32616401045,Long,ABS-CBDO,CORP,KY,Y,2,2034-04-25,Floating,11.35338119,N,N,N,N,N,N
GAINWELL ACQUISITION COR,N/A,MILANO ACQUISITION CORP. TLB,59909TAC8,US59909TAC80,MILACQ,LX189433,2448717.92,PA,USD,2355054.46,0.512089338335,Long,LON,CORP,US,N,2,2027-10-01,Floating,8.3956104,N,N,N,N,N,N
Quikrete 1/25 Cov-Lite TLB,N/A,Quikrete 1/25 Cov-Lite TLB,74839XAL3,,,LX258373,921559.29,PA,USD,919946.56,0.200035639606,Long,LON,CORP,US,N,2,2032-02-10,Floating,6.57681119,N,N,N,N,N,N
SABRE GLBL INC,F2TJC7HPPHLHU1AQMP98,Sabre GLBL Inc. TLB1,78571YBG4,US78571YBG44,SABHLD,LX196146,176338.16,PA,USD,172936.6,0.037603796673,Long,LON,CORP,US,N,2,2027-12-17,Floating,7.94129039,N,N,N,N,N,N
Oak Hill Credit,N/A,OAKC 2019-2A ER2,67707FAL5,US67707FAL58,OAKC,,1000000,PA,USD,999232.7,0.21727582987,Long,ABS-CBDO,CORP,KY,Y,2,2038-01-21,Floating,9.0694692,N,N,N,N,N,N
Truist Insurance 12/24 Cov-Lite TLB,N/A,Truist Insurance 12/24 Cov-Lite TLB,89788VAG7,,,LX255416,1223712.72,PA,USD,1223455.74,0.266031487178,Long,LON,CORP,US,N,2,2031-05-06,Floating,7.0456104,N,N,N,N,N,N
Windstream 9/24 TLB,N/A,Windstream 9/24 TLB,97381JAJ2,,,LX247741,1917500.93,PA,USD,1924691.56,0.418510078726,Long,LON,CORP,US,N,2,2031-10-01,Floating,9.1768104,N,N,N,N,N,N
Bausch + Lomb 9/23 Incremental,N/A,Bausch + Lomb 9/23 Incremental,C0787FAF9,,,LX216777,1368482.16,PA,USD,1366771.56,0.297194462252,Long,LON,CORP,CA,N,2,2028-09-29,Floating,8.3268108,N,N,N,N,N,N
Recette CLO LLC,549300392I5L5XOJ0016,RCTTE 2015-1A SUB,75620RAC6,US75620RAC60,RCTTE,,10400000,PA,USD,1145903.2,0.249168255533,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Anchorage Capital CLO LTD,549300AYL7KYENHY1C67,ANCHC 2021-20A ER,03331QAN6,US03331QAN60,ANCHC,,1500000,PA,USD,1466871.45,0.318960449964,Long,ABS-CBDO,CORP,KY,Y,2,2035-01-20,Floating,11.2694688,N,N,N,N,N,N
Tricorbraun 3/21 Cov-Lite TL,N/A,Tricorbraun 3/21 Cov-Lite TL,00184NAB3,,,LX192253,809716.58,PA,USD,808437.23,0.175788752756,Long,LON,CORP,US,N,2,2028-03-03,Floating,7.6912884,N,N,N,N,N,N
1-800 Contacts 1/25 Cov-Lite TL,N/A,1-800 Contacts 1/25 Cov-Lite TL,12656AAF6,,,LX258427,958667.36,PA,USD,960565.52,0.208867934869,Long,LON,CORP,US,N,2,2032-11-08,Floating,6.77964959,N,N,N,N,N,N
Elmwood CLO I Ltd.,N/A,ELMW1 2019-1A SUB,29001QAC4,US29001QAC42,ELMW1,,6000000,PA,USD,3096300,0.673267750372,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Benefit Street Partners CLO Lt,5493001ND55H5MJDIQ39,BSP 2019-17A ER2,08182AAG5,US08182AAG58,BSP,,2100000,PA,USD,2110476.27,0.458907602789,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-15,Floating,10.4060988,N,N,N,N,N,N
ATHENAHEALTH GROUP INC,254900AA3KZN4Q7A5Z33,ATHENAHEALTH GROUP INC. TLB 1L,04686RAB9,US04686RAB96,ATHENA,LX202290,3335643.5,PA,USD,3330439.9,0.724179756232,Long,LON,CORP,US,N,2,2029-02-15,Floating,7.0768116,N,N,N,N,N,N
Magenta Buyer LLC (McAfee) Third Out TL (8/15/24),N/A,Magenta Buyer LLC (McAfee) Third Out TL (8/15/24),55909UAG4,,,LX242116,119506.73,PA,USD,27686.12,0.006020143955,Long,LON,CORP,US,N,2,2028-07-27,Floating,11.5507512,N,N,N,N,N,N
HILTON GRAND VAC LLC/INC,N/A,HILTON GRAND VAC HGVLLC 5 06/01/29,43284MAA6,US43284MAA62,HGVLLC,,529000,PA,USD,507321.58,0.110313360747,Long,DBT,CORP,US,Y,2,2029-06-01,Fixed,5,N,N,N,N,N,N
RegionalCare/Lifepoint Health 9/24 TLB,N/A,RegionalCare/Lifepoint Health 9/24 TLB,75915TAK8,,,LX245319,2363623.22,PA,USD,2335921.56,0.507929029405,Long,LON,CORP,US,N,2,2031-05-17,Floating,8.00610119,N,N,N,N,N,N
Cube Industrials/Circor 10/24 TLB,N/A,Cube Industrials/Circor 10/24 TLB,22971EAB4,,,LX248154,801964.42,PA,USD,805220.4,0.17508927664,Long,LON,CORP,US,N,2,2031-10-17,Floating,7.52238,N,N,N,N,N,N
Autodata/JD Power 7/24 TL,N/A,Autodata/JD Power 7/24 TL,74339NAG1,,,LX236902,2983296.56,PA,USD,2987025.68,0.649506850071,Long,LON,CORP,US,N,2,2031-07-16,Floating,7.2956088,N,N,N,N,N,N
Benefit Street Partners CLO Lt,549300CIOPBDYOSN3T91,BSP 2017-12A SUB,08179JAB2,US08179JAB26,BSP,,4500000,PA,USD,4011750,0.87232564595,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Curium 9/24 TLB,N/A,Curium 9/24 TLB,N/A,,,LX248964,9438.03,PA,USD,,,Long,LON,CORP,US,N,2,2025-09-02,Floating,14.3298288,Y,N,N,N,N,N
Casa Rights,N/A,Casa Rights,N/A,,,CASA_RTS,59949,NC,USD,0.6,1.30465e-7,Long,DE,CORP,US,N,3,,,,,,,N,N,N
ARES CLO Ltd,549300X38KZ67Q2FQG11,ARES 2016-41A SUB,04016KAC3,US04016KAC36,ARES,,2343500,PA,USD,685989.32,0.149163351824,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
UPLAND SOFTWARE INC,549300NS277POYJ63W89,Upland Software TL,91544BAC1,US91544BAC19,UPLD,LX181017,477914.83,PA,USD,463749.43,0.100838915955,Long,LON,CORP,US,N,2,2026-08-06,Floating,8.1768096,N,N,N,N,N,N
ARES CLO Ltd,N/A,ARES 2021-59A SUB,04018GAC0,US04018GAC06,ARES,,3500000,PA,USD,1825705,0.396986176466,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Styrolution/Ineos Quattro 10/24 TLB,N/A,Styrolution/Ineos Quattro 10/24 TLB,G4770MAN4,,,LX247589,94917.71,PA,USD,86375.12,0.018781637028,Long,LON,CORP,US,N,2,2031-10-07,Floating,8.57680919,N,N,N,N,N,N
Gogo 4/21 TLB,N/A,Gogo 4/21 TLB,38046JAB0,,,LX194240,892457.3,PA,USD,874411.81,0.190134441823,Long,LON,CORP,US,N,2,2028-04-30,Floating,8.1912888,N,N,N,N,N,N
Ballyrock Ltd,N/A,BALLY 2022-19A SUB,05876AAC1,US05876AAC18,BALLY,,4200000,PA,USD,1829520,0.397815720266,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2015-6BR ER,08182EAC6,US08182EAC66,BSP,,1288000,PA,USD,1281577.9,0.278669725045,Long,ABS-CBDO,CORP,KY,Y,2,2038-04-20,Floating,9.0331308,N,N,N,N,N,N
Apidos CLO Ltd,549300EW146C7Q4UV387,APID 2017-27A SUB,03766JAC0,US03766JAC09,APID,,1300000,PA,USD,194545,0.042302384942,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2021-25A ER,08187AAE5,US08187AAE55,BSP,,480000,PA,USD,475876.18,0.103475788897,Long,ABS-CBDO,CORP,KY,Y,2,2035-01-15,Floating,8.8561008,N,N,N,N,N,N
Sabert 6/24 TLB,N/A,Sabert 6/24 TLB,78516EAD4,,,LX235838,935089.79,PA,USD,939765.24,0.204345066373,Long,LON,CORP,US,N,2,2026-12-10,Floating,7.44129,N,N,N,N,N,N
Tectum Holdings/Truck Hero 1/21 Cov-Lite TLB,N/A,Tectum Holdings/Truck Hero 1/21 Cov-Lite TLB,89778PAG2,,,LX192014,989664.08,PA,USD,882038.11,0.191792724885,Long,LON,CORP,US,N,2,2028-01-31,Floating,8.1912888,N,N,N,N,N,N
Regatta XIX Funding Ltd,N/A,REG19 2022-1A E,75888CAA0,US75888CAA09,REG19,,750000,PA,USD,751804.43,0.163474365308,Long,ABS-CBDO,CORP,KY,Y,2,2035-04-20,Floating,11.15237879,N,N,N,N,N,N
Rockland Park CLO Ltd,N/A,ROCKP 2021-1A SUB,77366PAC4,US77366PAC41,ROCKP,,9750000,PA,USD,4583670,0.996685459854,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Alpha Generation 9/24 Cov-Lite TLB,N/A,Alpha Generation 9/24 Cov-Lite TLB,02072UAC6,,,LX245833,2401915.64,PA,USD,2396919.66,0.521192619355,Long,LON,CORP,US,N,2,2031-09-30,Floating,6.32680919,N,N,N,N,N,N
Ascensus 12/24 Cov-Lite TLB,N/A,Ascensus 12/24 Cov-Lite TLB,03836BAH2,,,LX255760,2701632,PA,USD,2704441.7,0.588061033934,Long,LON,CORP,US,N,2,2028-08-02,Floating,7.32681,N,N,N,N,N,N
Cineworld/Regal Cineworld 6/25 TLB,N/A,Cineworld/Regal Cineworld 6/25 TLB,N/A,,,LX265233,363430.28,PA,USD,362975.99,0.07892646973,Long,LON,CORP,US,N,2,2031-12-02,Floating,,N,N,N,N,N,N
McAfee 12/24 Cov-Lite TLB,N/A,McAfee 12/24 Cov-Lite TLB,57906HAF4,,,LX256336,2764090.37,PA,USD,2680587.2,0.582874047676,Long,LON,CORP,US,N,2,2029-03-01,Floating,7.3157904,N,N,N,N,N,N
"Fertitta Entertainment, LLC TLB 1L",N/A,"Fertitta Entertainment, LLC TLB 1L",31556PAB3,,,LX202071,1450380.3,PA,USD,1447842.13,0.314822663746,Long,LON,CORP,US,N,2,2029-01-27,Floating,7.8268104,N,N,N,N,N,N
Madison IAQ/Madison Air 3/25 Cov-Lite Incr TLB,N/A,Madison IAQ/Madison Air 3/25 Cov-Lite Incr TLB,55759VAD0,,,LX260790,616434.66,PA,USD,617735.34,0.134322023927,Long,LON,CORP,US,N,2,2032-05-06,Floating,7.51047119,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2019-5A INC,12554YAA8,US12554YAA82,CIFC,,2500000,PA,USD,1293000,0.281153377008,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
GGP/Brookfield Retail 5/25 TLB,N/A,GGP/Brookfield Retail 5/25 TLB,N/A,,,LX263488,754856.55,PA,USD,752184.36,0.163556978303,Long,LON,CORP,US,N,2,2030-05-28,Floating,7.8268104,N,N,N,N,N,N
HUNTER US BIDCO INC,549300KXGY77REE4ZR63,"HUNTER HOLDCO 3 LIMITED, TLB",12509YAE6,US12509YAE68,UDGLN,LX196752,474010.67,PA,USD,450310.14,0.097916640805,Long,LON,CORP,US,N,2,2028-08-19,Floating,8.64916919,N,N,N,N,N,N
OHA Credit Partners Ltd,N/A,OAKC 2015-12A SUB,67110BAC5,US67110BAC54,OAKC,,13537295,PA,USD,6667794.65,1.449863095936,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Oaktree CLO Ltd,254900WZ1Z6PQ6U3P013,OAKCL 2023-1A ER,67389EAE9,US67389EAE95,OAKCL,,500000,PA,USD,504197.4,0.109634030695,Long,ABS-CBDO,CORP,JE,Y,2,2038-04-15,Floating,11.7896112,N,N,N,N,N,N
Apidos CLO Ltd,5493000BLHDFQUOR8F12,APID 2023-45A E,037977AA3,US037977AA33,APID,,500000,PA,USD,500000,0.108721336816,Long,ABS-CBDO,CORP,JE,Y,2,2036-04-26,Floating,12.68262,N,N,N,N,N,N
ABRA Auto Body/Caliber Collision 1/25 Cov-Lite TLB,N/A,ABRA Auto Body/Caliber Collision 1/25 Cov-Lite TLB,93369PAM6,,,LX257501,936719.15,PA,USD,931923.15,0.202639861357,Long,LON,CORP,US,N,2,2031-01-30,Floating,6.82680959,N,N,N,N,N,N
Bay Club 12/24 Cov-Lite TL,N/A,Bay Club 12/24 Cov-Lite TL,12021GAF1,,,LX255997,1461097.5,PA,USD,1462923.87,0.318102077615,Long,LON,CORP,US,N,2,2031-06-27,Floating,8.03468879,N,N,N,N,N,N
Amspec Parent 6/25 Cov-Lite TL,N/A,Amspec Parent 6/25 Cov-Lite TL,03218AAE9,,,LX264651,1053381.25,PA,USD,1057331.43,0.229908973056,Long,LON,CORP,US,N,2,2031-12-22,Floating,7.7956092,N,N,N,N,N,N
FNZ Group 11/24 (USD) TLB,N/A,FNZ Group 11/24 (USD) TLB,30339HAD3,,,LX249554,1314695.13,PA,USD,1076406.64,0.234056737718,Long,LON,CORP,US,N,2,2031-11-05,Floating,9.2597184,N,N,N,N,N,N
LA Fitness 1/24 TLB,N/A,LA Fitness 1/24 TLB,33818XAM2,,,LX225338,974854.96,PA,USD,975829.81,0.212187042897,Long,LON,CORP,US,N,2,2029-02-12,Floating,9.57681,N,N,N,N,N,N
Groundworks 3/24 Delayed TL,N/A,Groundworks 3/24 Delayed TL,39954EAC7,,,LX227560,275366.41,PA,USD,275159.89,0.059831502158,Long,LON,CORP,US,N,2,2031-03-14,Floating,3.68592839,N,N,N,N,N,N
Convergint 9/24 Delayed TL,N/A,Convergint 9/24 Delayed TL,23344MAK4,,,LX247717,359075.82,PA,USD,357280.44,0.07768801411,Long,LON,CORP,US,N,2,2028-03-31,Floating,,N,N,N,N,N,N
LTR INTERMEDIATE HOLDING,549300J0IFHJE2TQGX07,"LTR INTERMEDIATE HOLDINGS, INC. TLB",50219UAB1,US50219UAB17,LBRTY,LX194320,310332.53,PA,USD,299213.32,0.065061744287,Long,LON,CORP,US,N,2,2028-05-05,Floating,8.9412912,N,N,N,N,N,N
Carlyle Global Market Strategi,N/A,CGMS 2019-4A SUBA,14317WAC2,US14317WAC29,CGMS,,8740000,PA,USD,4747568,1.032323879177,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Asurion 6/25 B13 TLB,N/A,Asurion 6/25 B13 TLB,04649VBE9,,,LX264387,482551.53,PA,USD,468316.26,0.10183193968,Long,LON,CORP,US,N,2,2030-09-19,Floating,8.57680919,N,N,N,N,N,N
Euro Garages/EG Group 12/24 TLB,N/A,Euro Garages/EG Group 12/24 TLB,N2820EAM0,,,LX255781,443097.9,PA,USD,444520.24,0.096657669469,Long,LON,CORP,GB,N,2,2028-02-07,Floating,8.5826916,N,N,N,N,N,N
Rad CLO Ltd,N/A,RAD 2021-10A E,48662MAA7,US48662MAA71,RAD,,2000000,PA,USD,1960154,0.426221126493,Long,ABS-CBDO,CORP,KY,Y,2,2034-04-23,Floating,10.39095,N,N,N,N,N,N
Hilex Poly/Novolex 3/25 TL,N/A,Hilex Poly/Novolex 3/25 TL,18972FAF9,,,LX260465,19589.41,PA,USD,19502.43,0.004240660521,Long,LON,CORP,US,N,2,2032-04-01,Floating,,N,N,N,N,N,N
Neuberger Berman CLO Ltd,254900P6M7LX99MHDX34,NEUB 2024-55A SUB,640982AE4,US640982AE41,NEUB,,4600000,PA,USD,3428610,0.745526125247,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
OCP CLO Ltd,254900WK4JKXAXOKTL68,OCP 2018-15A SUB,67112QAB2,US67112QAB23,OCP,,6000000,PA,USD,2883900,0.627082926492,Long,ABS-O,CORP,KY,Y,3,,,,,,,N,N,N
Carlyle Global Market Strategi,N/A,CGMS 2021-4A SUB,14316UAC7,US14316UAC71,CGMS,,1000000,PA,USD,533247.3,0.115950718619,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Anchor Packaging 12/24 Cov-Lite TLB,N/A,Anchor Packaging 12/24 Cov-Lite TLB,03306UAH1,,,LX255853,534806.88,PA,USD,537347.21,0.116842214012,Long,LON,CORP,US,N,2,2029-07-18,Floating,7.56176039,N,N,N,N,N,N
Ineos 12/24 (USD) Cov-Lite TLB,N/A,Ineos 12/24 (USD) Cov-Lite TLB,G4768PAS0,,,LX255771,1241890.54,PA,USD,1182279.79,0.25707807852,Long,LON,CORP,US,N,2,2031-02-07,Floating,7.32383999,N,N,N,N,N,N
Oaktree CLO Ltd,N/A,OAKCL 2022-3A SUB,67401WAC7,US67401WAC73,OAKCL,,13250000,PA,USD,8761032.5,1.905022330592,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Neuberger Berman CLO Ltd,254900R37Z1EGG1Y1P54,NEUB 2023-53A SUB,64135LAC1,US64135LAC19,NEUB,,7325000,PA,USD,6418751,1.395710378829,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
Equiniti Group 3/25 Add-on TL,N/A,Equiniti Group 3/25 Add-on TL,04225VAH5,,,LX260834,389527.32,PA,USD,391085.43,0.085038661518,Long,LON,CORP,US,N,2,2028-12-11,Floating,7.91602919,N,N,N,N,N,N
Dryden Senior Loan Fund,N/A,DRSLF 2021-95A SUB,262485AC9,US262485AC97,DRSLF,,1750000,PA,USD,791112,0.172021508423,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Neuberger Berman CLO Ltd,2549006I8TDEPS26X974,NEUB 2025-61A E,640985AA5,US640985AA59,NEUB,,720000,PA,USD,720000,0.156558725016,Long,ABS-CBDO,CORP,KY,Y,2,2039-07-17,Floating,,N,N,N,N,N,N
Sunrise Financing 1/25 AAA TLB,N/A,Sunrise Financing 1/25 AAA TLB,N9000DAK3,,,LX258383,1232341.15,PA,USD,1228742.71,0.26718110007,Long,LON,CORP,US,N,2,2032-02-15,Floating,6.79313159,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2022-1A E,12570BAA8,US12570BAA89,CIFC,,2000000,PA,USD,1998613.4,0.434583841256,Long,ABS-CBDO,CORP,KY,Y,2,2035-04-17,Floating,10.6797888,N,N,N,N,N,N
Aimco,254900Q0PCRO7XC6LM21,AIMCO 2021-16A SUB,00901GAC8,US00901GAC87,AIMCO,,1812000,PA,USD,1328340.96,0.288838009839,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
ASURION LLC,549300KNQVXGIOXWK278,"Assurion, LLC TLB4 2L",04649VBA7,US04649VBA70,ASUCOR,LX196395,1604602.51,PA,USD,1485508.91,0.323013029097,Long,LON,CORP,US,N,2,2029-01-20,Floating,9.69129,N,N,N,N,N,N
Kaman/Ruby/Arxis 1/25 Cov-Lite TLB,N/A,Kaman/Ruby/Arxis 1/25 Cov-Lite TLB,48354VAM4,,,LX258138,2449516.9,PA,USD,2445695.65,0.53179860103,Long,LON,CORP,US,N,2,2032-02-26,Floating,7.05393,N,N,N,N,N,N
Cablevision Systems/Altice USA 12/22 B6 TLB,N/A,Cablevision Systems/Altice USA 12/22 B6 TLB,64072UAM4,,,LX209812,750000,PA,USD,738757.5,0.160637405966,Long,LON,CORP,US,N,2,2028-01-18,Floating,8.8117596,N,N,N,N,N,N
Regatta XXVII Funding Ltd.,213800A3LAH3GG226R43,REG27 2024-1A SUB,758973AC5,US758973AC51,REG27,,6000000,PA,USD,4271520,0.928810729279,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
White Cap 6/24 TLB,N/A,White Cap 6/24 TLB,96350TAH3,,,LX235238,3413014.64,PA,USD,3389123.54,0.736940083812,Long,LON,CORP,US,N,2,2029-10-19,Floating,7.5768084,N,N,N,N,N,N
Generate CLO Ltd.,549300TKWX739FHPEQ97,GNRT 3A SUB,98625VAC4,US98625VAC46,GNRT,,7008000,PA,USD,2700042.24,0.587104403589,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Generate CLO Ltd.,549300OPJWALMOKFT505,GNRT 2023-12A SUB,37147WAC9,US37147WAC91,GNRT,,8000000,PA,USD,5802960,1.261811137389,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
ALM Loan Funding,N/A,ALM 2020-1A SUB,00166DAC5,US00166DAC56,ALM,,5000000,PA,USD,42400,0.009219569362,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Shackleton CLO LTD,549300HOHPZON6E4VH77,SHACK 2019-14A ER,81880YAG5,US81880YAG52,SHACK,,1000000,PA,USD,1000000,0.217442673633,Long,ABS-CBDO,CORP,KY,Y,2,2034-07-20,Floating,11.85108119,N,N,N,N,N,N
